nombre producto,precio,link,categoria,fecha
Pantalón Shoals Point™ Cargo,$49.990,https://www.columbiachile.cl/clb-pantalon-hombre-shoals-point-cargo-1841011/p?property__Color=%28273%29%20CARAMEL,hombre,2022-07-27
Zapatilla Redmond™ V2 WP,$74.990,https://www.columbiachile.cl/clb-zapatilla-hombre-redmond-v2-wp-1865091/p?property__Color=%28255%29%20MUD,hombre,2022-07-27
Mochila Hawthorne™ 30L,$84.990,https://www.columbiachile.cl/clb-mochila-unisex-hawthorne-30l-back-1890781/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
Mochila Hawthorne™ 30L,$84.990,https://www.columbiachile.cl/clb-mochila-unisex-hawthorne-30l-back-1890781/p?property__Color=%28835%29%20CARNELIAN%20RED,hombre,2022-07-27
Zapatilla Hombre Trailstorm™ Waterproof,$109.990,https://www.columbiachile.cl/zapatilla-hombre-trailstorm-waterproof-columbia-1938891/p?property__Color=%28367%29%20DARK%20MOSS,hombre,2022-07-27
ESCAPE PURSUIT,$109.990,https://www.columbiachile.cl/zapatilla-hombre-escape-pursuit-columbia-1974171/p?property__Color=%28010%29%20BLACK,hombre,2022-07-27
ESCAPE PURSUIT,$79.990,https://www.columbiachile.cl/zapatilla-hombre-escape-pursuit-columbia-1974171/p?property__Color=%28400%29%20DEEP%20MARINE,hombre,2022-07-27
Polera Triple Canyon™ Tech Polo,$36.990,https://www.columbiachile.cl/clb-polera-hombre-triple-canyon-tech-1711661/p?property__Color=%28040%29%20COLUMBIA%20GREY,hombre,2022-07-27
Sweater Weather,$64.990,https://www.columbiachile.cl/polar-hombre-sweater-weather-columbia-1954101/p?property__Color=%28010%29%20BLACK%20HEATHER,hombre,2022-07-27
Pantalón Bridge To Bluff,$49.990,https://www.columbiachile.cl/clb-pantalon-hombre-bridge-to-bluff-pan-1681951/p?property__Color=%28718%29%20PILSNER,hombre,2022-07-27
Flow Borough Low,$119.990,https://www.columbiachile.cl/zapatilla-hombre-flow-borough-low-columbia-1920211/p?property__Color=%28008%29%20STRATUS,hombre,2022-07-27
Traje de Baño Outdoor Elements™,$39.990,https://www.columbiachile.cl/clb-traje-de-bano-hombre-elements-board-short-1883271/p?property__Color=%28011%29%20BLACK,hombre,2022-07-27
Traje de Baño Outdoor Elements™,$39.990,https://www.columbiachile.cl/clb-traje-de-bano-hombre-elements-board-short-1883271/p?property__Color=%28845%29%20WILDFIRE,hombre,2022-07-27
Delta Ridge Down,$89.990,https://www.columbiachile.cl/chaleco-hombre-delta-ridge-down-columbia-1916061/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
ZERO RULES POLO,$29.990,https://www.columbiachile.cl/clb-polera-hombre-zero-rules-polo-1533303/p?property__Color=%28469%29%20CARBON,hombre,2022-07-27
Brighton Woods,$34.990,https://www.columbiachile.cl/polo-hombre-brighton-woods-columbia-1977111/p?property__Color=%28664%29%20RED%20JASPER,hombre,2022-07-27
Brighton Woods,$34.990,https://www.columbiachile.cl/polo-hombre-brighton-woods-columbia-1977111/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
Libro Trekking Chile 2,$14.990,https://www.columbiachile.cl/libro-trekking-chile-2-columbia-co4340313/p?property__Color=SIN%20COLOR,hombre,2022-07-27
Bolso Force XII™ 65L Rolltop Duffle,$124.990,https://www.columbiachile.cl/clb-bolso-unisex-force-xii-65l-rollto-1890881/p?property__Color=%28023%29%20CITY%20GREY,hombre,2022-07-27
Pantalón Ultimate Roc™ Flex Cargo,$49.990,https://www.columbiachile.cl/clb-pantalon-hombre-ultimate-roc-flex-1840801/p?property__Color=%28224%29%20CAMEL%20BROWN,hombre,2022-07-27
Mochila Classic Outdoor™ 20L,$29.990,https://www.columbiachile.cl/clb-mochila-unisex-classic-outdoor-20l-1719901/p?property__Color=%28615%29%20TAPESTRY,hombre,2022-07-27
Mochila Classic Outdoor™ 20L,$29.990,https://www.columbiachile.cl/clb-mochila-unisex-classic-outdoor-20l-1719901/p?property__Color=%28835%29%20CARNELIAN%20RED,hombre,2022-07-27
Mochila Classic Outdoor™ 20L,$29.990,https://www.columbiachile.cl/clb-mochila-unisex-classic-outdoor-20l-1719901/p?property__Color=%28607%29%20BEET,hombre,2022-07-27
Mochila Classic Outdoor™ 25L,$39.990,https://www.columbiachile.cl/clb-mochila-hombre-classic-outdoor-25l-1719891/p?property__Color=%28478%29%20DARK%20MOUNTAIN,hombre,2022-07-27
Mochila de Hidratación Montrail Caldorado™ 7L,$89.990,https://www.columbiachile.cl/mochila-de-hidratacion-unisex-montrail-caldorado-7-columbia-1910551/p?property__Color=%28010%29%20BLACK,hombre,2022-07-27
Sandalia Columbia™ Flip,$34.990,https://www.columbiachile.cl/clb-sandalia-hombre-columbia-flip-1897731/p?property__Color=%28088%29%20STEAM,hombre,2022-07-27
Short Brentyn Trail™ Cargo,$24.990,https://www.columbiachile.cl/clb-short-hombre-brentyn-trail-short-1840883/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
Short Brentyn Trail™ Cargo,$36.990,https://www.columbiachile.cl/clb-short-hombre-brentyn-trail-short-1840883/p?property__Color=%28160%29%20FOSSIL,hombre,2022-07-27
Cortaviento Northbounder™ II,$109.990,https://www.columbiachile.cl/clb-cortaviento-hombre-northbounder-ii-jkt-1840671/p?property__Color=%28003%29%20BOULDER,hombre,2022-07-27
Zero Ice Cirro-Cool¿ SS Shirt,$36.990,https://www.columbiachile.cl/polera-hombre-zero-ice-cirro-cool-columbia-1931291/p?property__Color=%28846%29%20BONFIRE,hombre,2022-07-27
Zero Ice Cirro-Cool¿ SS Shirt,$36.990,https://www.columbiachile.cl/polera-hombre-zero-ice-cirro-cool-columbia-1931291/p?property__Color=%28390%29%20SEA%20SPRITE,hombre,2022-07-27
Camisa Brentyn Trail™ II Manga Corta,$34.990,https://www.columbiachile.cl/clb-camisa-hombre-brentyn-trail-ii-ss-1883522/p?property__Color=%28449%29%20BLUESTONE,hombre,2022-07-27
Camisa Brentyn Trail™ II Manga Corta,$34.990,https://www.columbiachile.cl/clb-camisa-hombre-brentyn-trail-ii-ss-1883522/p?property__Color=%28101%29%20WHITE,hombre,2022-07-27
Camisa Brentyn Trail™ II Manga Corta,$34.990,https://www.columbiachile.cl/clb-camisa-hombre-brentyn-trail-ii-ss-1883522/p?property__Color=%28023%29%20CITY%20GREY,hombre,2022-07-27
Camisa Brentyn Trail™ II Manga Corta,$34.990,https://www.columbiachile.cl/clb-camisa-hombre-brentyn-trail-ii-ss-1883522/p?property__Color=%28100%29%20WHITE,hombre,2022-07-27
Sweater Weather Half,$59.990,https://www.columbiachile.cl/polar-hombre-sweater-weather-half-columbia-1954111/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
Crestwood Mid Water,$99.990,https://www.columbiachile.cl/botin-hombre-crestwood-mid-water-columbia-1765381/p?property__Color=%28231%29%20CORDOVAN,hombre,2022-07-27
Crestwood Mid Water,$99.990,https://www.columbiachile.cl/botin-hombre-crestwood-mid-water-columbia-1765381/p?property__Color=%28014%29%20BLACK,hombre,2022-07-27
Crestwood Waterproof,$89.990,https://www.columbiachile.cl/zapatilla-hombre-crestwood-waterproof-columbia-1765391/p?property__Color=%28255%29%20MUD,hombre,2022-07-27
Cortaviento Powder Chute,$599.990,https://www.columbiachile.cl/cortaviento-hombre-powder-chute-columbia-1902131/p?property__Color=%28386%29%20BRIGHT%20CHARTRE,hombre,2022-07-27
Cortaviento Hombre Rain Scape™,$89.990,https://www.columbiachile.cl/cortaviento-hombre-rain-scape-columbia-1889277/p?property__Color=%28039%29%20COLUMBIA%20GREY,hombre,2022-07-27
Camisa Lakeside Trail™ Manga Corta,$54.990,https://www.columbiachile.cl/clb-camisa-hombre-lakeside-trail-shirt-1883262/p?property__Color=%28369%29%20THYME%20GREEN,hombre,2022-07-27
Camisa Lakeside Trail™ Manga Corta,$54.990,https://www.columbiachile.cl/clb-camisa-hombre-lakeside-trail-shirt-1883262/p?property__Color=%28479%29%20DARK%20MOUNTAIN,hombre,2022-07-27
Silver Ridge 2.0,$42.990,https://www.columbiachile.cl/camisa-m-c-hombre-silver-ridge-2-0-columbia-1838881/p?property__Color=%28397%29%20STONE%20GREEN,hombre,2022-07-27
Silver Ridge 2.0,$42.990,https://www.columbiachile.cl/camisa-m-c-hombre-silver-ridge-2-0-columbia-1838881/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
Facet 15,$109.990,https://www.columbiachile.cl/zapatilla-hombre-facet-15-columbia-1903411/p?property__Color=%28014%29%20BLACK,hombre,2022-07-27
Fast Trek Ii Fleece,$49.990,https://www.columbiachile.cl/polar-hombre-fast-trek-ii-fleece-columbia-1420421/p?property__Color=%28468%29%20COLLEGIATE,hombre,2022-07-27
Bahama Ii S/S Shirt,$49.990,https://www.columbiachile.cl/camisa-m-c-hombre-bahama-ii-s-s-shirt-columbia-1011651/p?property__Color=%28873%29%20BRIGHT%20NECTAR,hombre,2022-07-27
Camisa Manga Corta Hombre Buckhollow Short,$54.990,https://www.columbiachile.cl/camisa-manga-corta-hombre-buckhollow-short-columbia-1931951/p?property__Color=%28248%29%20DARK%20SIENNA,hombre,2022-07-27
Camisa Manga Corta Hombre Buckhollow Short,$54.990,https://www.columbiachile.cl/camisa-manga-corta-hombre-buckhollow-short-columbia-1931951/p?property__Color=%28449%29%20BLUESTONE,hombre,2022-07-27
